ID,Employee Satisfaction,Employer Ratings,Monthly working hours
8448,0.6,0.98,192
8449,0.72,0.95,230
8450,1,0.6,261
8451,0.55,0.88,173
8452,0.3,0.98,109
8453,0.89,0.59,247
8454,0.84,0.84,163
8455,0.67,0.64,149
8456,0.15,0.48,218
8457,0.59,0.75,194
8458,0.5,0.59,157
8459,0.23,0.68,244
8460,0.95,0.58,169
8461,0.31,0.53,146
8462,0.47,0.55,207
8463,0.26,0.95,195
8464,0.55,0.64,148
8465,0.89,0.58,272
8466,0.88,0.68,185
8467,0.98,0.62,260
8468,0.96,0.48,182
8469,0.85,0.65,195
8470,0.96,0.85,168
8471,0.85,0.88,198
8472,0.59,0.93,172
8473,0.51,0.5,216
8474,0.5,0.75,232
8475,0.53,0.59,148
8476,0.44,0.83,210
8477,0.99,0.55,197
8478,0.73,0.83,241
8479,0.51,0.71,154
8480,0.5,0.84,259
8481,0.52,0.76,106
8482,0.74,0.74,262
8483,0.69,0.89,202
8484,0.22,0.65,174
8485,0.49,0.89,240
8486,0.7,0.57,247
8487,0.68,0.63,148
8488,0.66,0.84,187
8489,0.99,0.58,183
8490,0.88,0.59,240
8491,0.2,0.54,149
8492,0.56,0.44,130
8493,0.68,0.85,203
8494,0.85,0.6,218
8495,0.95,0.95,204
8496,0.6,0.77,163
8497,0.61,0.53,183
8498,0.55,0.55,211
8499,0.64,0.78,156
8500,0.64,0.6,196
8501,0.87,0.54,162
8502,0.2,0.9,218
8503,0.99,0.64,135
8504,0.96,0.7,273
8505,0.53,0.65,241
8506,0.7,0.39,285
8507,0.68,0.61,236
8508,0.96,0.48,222
8509,0.64,0.64,242
8510,0.86,0.65,166
8511,0.87,0.84,172
8512,0.53,0.56,249
8513,0.72,0.98,180
8514,0.83,0.59,197
8515,0.97,0.54,185
8516,0.92,0.76,171
8517,0.82,0.95,191
8518,0.59,0.56,250
8519,0.84,0.95,199
8520,0.71,0.84,139
8521,0.49,0.98,224
8522,0.78,0.61,227
8523,0.84,0.81,198
8524,0.85,0.96,165
8525,0.87,0.93,199
8526,0.94,0.84,203
8527,0.82,0.97,243
8528,0.78,0.78,135
8529,0.47,0.55,100
8530,0.5,0.48,150
8531,0.75,0.82,252
8532,0.36,0.39,98
8533,0.91,0.61,262
8534,0.87,0.68,257
8535,0.97,0.94,160
8536,0.71,0.65,190
8537,0.83,0.65,231
8538,0.42,0.51,190
8539,0.53,0.51,181
8540,0.56,0.88,273
8541,0.26,0.7,214
8542,0.53,0.49,192
8543,0.99,0.73,224
8544,0.48,0.43,96
8545,0.91,0.5,276
8546,0.76,0.79,162
8547,0.67,0.8,190
8548,0.58,0.6,147
8549,0.57,0.78,143
8550,0.55,0.57,280
8551,0.79,0.49,137
8552,0.48,0.98,259
8553,0.68,0.69,176
8554,0.19,0.64,231
8555,0.99,0.48,104
8556,0.3,0.76,224
8557,0.81,0.85,202
8558,0.58,0.74,180
8559,0.74,0.61,228
8560,0.59,0.74,165
8561,0.46,0.63,177
8562,0.58,0.43,194
8563,0.77,0.95,192
8564,0.79,0.77,171
8565,0.51,0.95,187
8566,0.7,0.58,205
8567,0.84,0.73,230
8568,0.19,0.9,172
8569,0.9,0.52,167
8570,0.19,0.91,145
8571,0.96,0.53,166
8572,0.87,1,148
8573,0.5,0.89,223
8574,0.88,0.58,123
8575,0.55,0.99,158
8576,0.89,0.86,223
8577,0.58,0.69,252
8578,0.58,0.96,143
8579,0.34,0.88,131
8580,0.54,0.65,206
8581,0.59,0.54,210
8582,0.88,0.96,262
8583,0.72,0.69,147
8584,0.79,0.75,259
8585,0.51,0.73,174
8586,0.84,0.84,150
8587,0.95,0.67,219
8588,0.58,0.88,178
8589,0.69,0.98,269
8590,0.17,0.64,205
8591,0.81,0.72,232
8592,0.41,0.5,193
8593,0.12,0.42,110
8594,0.71,0.6,208
8595,0.32,0.69,157
8596,0.83,0.98,187
8597,0.74,0.92,226
8598,0.67,0.85,266
8599,0.85,0.56,159
8600,0.49,0.75,259
8601,0.7,0.74,150
8602,0.44,0.58,152
8603,0.5,0.87,245
8604,0.63,0.74,227
8605,0.87,0.77,261
8606,0.82,0.53,162
8607,0.97,0.89,193
8608,0.9,0.81,144
8609,0.41,0.5,151
8610,0.58,0.94,225
8611,0.77,0.5,170
8612,0.89,0.75,246
8613,0.64,0.72,254
8614,0.31,0.79,193
8615,0.6,0.88,175
8616,0.2,1,123
8617,0.13,0.6,178
8618,0.95,0.9,259
8619,0.15,0.96,201
8620,0.22,0.98,185
8621,0.33,0.51,166
8622,0.23,0.96,213
8623,0.85,0.79,138
8624,0.79,0.57,168
8625,0.6,0.6,197
8626,0.89,0.74,220
8627,0.65,0.92,101
8628,0.61,0.7,175
8629,0.4,0.79,181
8630,0.49,0.57,157
8631,0.95,0.75,247
8632,0.85,1,244
8633,0.24,0.39,152
8634,0.85,0.99,176
8635,0.99,0.98,241
8636,0.49,0.49,240
8637,0.56,0.73,226
8638,0.65,0.66,240
8639,0.62,0.68,253
8640,0.78,0.68,174
8641,0.54,0.7,213
8642,0.61,0.77,195
8643,0.49,0.99,230
8644,0.29,0.85,248
8645,0.64,0.79,274
8646,0.93,0.94,217
8647,0.16,0.66,229
8648,0.68,0.85,173
8649,0.71,0.8,146
8650,0.62,0.82,151
8651,0.74,0.75,137
8652,0.81,0.5,198
8653,0.2,0.82,190
8654,0.51,0.91,206
8655,0.55,0.99,238
8656,0.45,0.41,193
8657,0.91,0.61,176
8658,0.73,0.59,121
8659,0.98,0.88,145
8660,0.62,0.65,212
8661,0.57,0.62,198
8662,0.99,0.57,189
8663,0.82,0.68,200
8664,0.24,0.81,217
8665,0.84,0.73,245
8666,0.9,0.55,260
8667,0.13,0.73,206
8668,0.6,0.67,249
8669,0.72,0.87,154
8670,0.68,0.61,147
8671,0.51,0.72,148
8672,0.74,0.58,220
8673,0.86,0.73,241
8674,0.85,0.51,242
8675,0.63,0.85,156
8676,0.74,0.87,155
8677,0.6,0.5,211
8678,0.69,0.82,137
8679,0.56,0.96,269
8680,0.5,0.67,142
8681,0.84,0.5,267
8682,0.93,0.48,134
8683,0.12,0.5,287
8684,0.52,0.58,134
8685,0.6,0.54,185
8686,0.71,1,181
8687,0.21,0.81,169
8688,0.15,0.84,201
8689,0.38,0.55,215
8690,0.27,0.86,222
8691,0.86,0.64,137
8692,0.17,0.52,176
8693,0.66,0.69,257
8694,0.95,0.51,224
8695,0.59,0.92,226
8696,0.49,0.61,196
8697,0.9,0.88,256
8698,0.98,0.81,153
8699,0.52,1,221
8700,0.12,0.95,236
8701,0.91,0.67,137
8702,0.99,0.62,256
8703,0.49,0.8,161
8704,0.92,0.51,167
8705,0.21,0.84,194
8706,0.89,0.9,231
8707,0.84,0.81,152
8708,0.72,0.68,150
8709,0.57,0.46,207
8710,0.9,0.69,172
8711,0.59,0.75,273
8712,0.97,0.69,134
8713,0.56,0.85,109
8714,0.78,0.59,124
8715,0.64,0.72,253
8716,0.58,0.9,224
8717,0.68,0.58,217
8718,0.82,0.73,148
8719,0.83,0.78,240
8720,0.49,0.49,226
8721,0.57,0.95,176
8722,0.66,0.93,248
8723,0.78,0.6,206
8724,0.55,0.8,192
8725,0.98,0.62,140
8726,0.89,0.51,141
8727,0.67,0.83,220
8728,1,0.49,140
8729,0.67,0.44,194
8730,0.2,0.98,228
8731,0.71,0.87,238
8732,0.65,0.91,207
8733,0.82,0.82,164
8734,0.48,0.89,224
8735,0.96,0.9,201
8736,0.52,0.63,171
8737,0.24,0.78,131
8738,0.92,0.95,239
8739,0.66,0.89,202
8740,0.93,0.68,137
8741,0.77,0.59,153
8742,0.6,0.48,219
8743,0.78,0.49,194
8744,0.6,0.53,228
8745,0.31,1,177
8746,0.49,0.68,181
8747,0.33,0.95,280
8748,0.76,0.91,133
8749,0.65,0.63,237
8750,0.88,0.75,152
8751,0.52,0.92,280
8752,0.48,0.5,253
8753,0.2,0.59,105
8754,0.93,0.84,159
8755,0.55,0.92,257
8756,0.73,0.64,202
8757,0.57,0.56,241
8758,0.63,0.8,267
8759,0.23,0.88,175
8760,0.93,0.53,257
8761,0.78,0.86,240
8762,0.75,0.73,181
8763,0.61,0.82,271
8764,0.36,0.97,151
8765,0.59,0.67,168
8766,0.78,0.63,265
8767,0.93,0.53,204
8768,0.67,0.72,223
8769,0.52,0.63,136
8770,0.69,0.95,184
8771,0.25,0.8,186
8772,0.4,0.43,128
8773,0.98,0.83,211
8774,0.92,0.89,236
8775,0.57,0.98,214
8776,0.81,0.52,274
8777,0.56,0.67,165
8778,0.86,0.71,235
8779,0.74,0.9,189
8780,0.57,0.61,112
8781,0.9,0.64,163
8782,0.8,0.57,162
8783,0.22,0.8,149
8784,0.73,0.84,238
8785,0.48,0.47,160
8786,0.52,0.94,263
8787,0.53,0.71,271
8788,0.97,0.48,221
8789,0.97,0.54,255
8790,0.54,0.88,170
8791,0.99,0.7,190
8792,0.79,0.76,216
8793,0.71,0.54,249
8794,0.82,0.76,174
8795,0.6,0.7,265
8796,0.17,0.88,206
8797,0.73,0.6,222
8798,0.69,0.54,152
8799,0.86,0.61,221
8800,0.67,0.55,239
8801,0.25,0.96,217
8802,0.65,0.66,164
8803,0.81,0.56,142
8804,0.58,0.53,181
8805,0.14,0.57,207
8806,0.15,0.37,167
8807,0.98,0.51,243
8808,0.91,0.5,231
8809,0.86,0.71,250
8810,0.56,0.63,145
8811,0.58,0.77,190
8812,0.54,0.64,128
8813,0.59,0.99,254
8814,0.92,0.88,145
8815,0.82,0.8,246
8816,0.86,0.68,246
8817,0.66,0.77,236
8818,0.85,0.66,234
8819,0.8,0.6,247
8820,0.99,0.61,154
8821,0.25,0.45,228
8822,0.93,0.99,209
8823,0.5,0.54,173
8824,0.68,0.71,206
8825,0.62,0.87,151
8826,0.99,0.54,196
8827,0.93,0.52,229
8828,0.2,0.75,235
8829,0.58,0.61,200
8830,0.94,0.76,261
8831,0.18,0.54,165
8832,0.18,0.62,165
8833,0.7,0.74,255
8834,0.93,0.92,185
8835,0.5,0.76,229
8836,0.54,0.71,153
8837,0.74,0.63,238
8838,0.66,0.67,199
8839,0.61,0.87,185
8840,0.74,0.98,196
8841,0.48,0.51,201
8842,0.65,0.84,189
8843,0.94,0.49,250
8844,0.91,0.79,254
8845,0.87,0.65,212
8846,0.23,0.79,196
8847,0.4,0.73,146
8848,0.68,0.85,250
8849,0.95,0.88,266
8850,0.63,0.96,133
8851,0.47,0.53,181
8852,0.2,0.5,282
8853,0.72,0.84,173
8854,0.56,0.57,237
8855,0.7,0.74,202
8856,0.59,0.82,162
8857,0.78,0.96,248
8858,0.62,0.64,165
8859,0.71,0.61,216
8860,0.72,0.45,143
8861,0.76,0.77,254
8862,0.83,0.56,186
8863,0.92,0.99,245
8864,0.67,0.77,157
8865,0.56,0.45,184
8866,0.91,0.63,210
8867,0.56,0.86,137
8868,0.72,0.95,145
8869,0.56,0.86,181
8870,0.92,0.56,174
8871,0.74,0.88,183
8872,0.88,0.84,171
8873,0.69,0.72,190
8874,0.87,0.78,142
8875,0.98,0.5,198
8876,0.9,0.61,185
8877,0.49,0.87,171
8878,0.78,0.57,264
8879,0.58,0.98,175
8880,0.91,0.88,210
8881,0.92,0.75,212
8882,0.36,0.66,97
8883,0.55,0.53,214
8884,0.95,0.96,244
8885,0.5,0.67,246
8886,0.42,0.73,115
8887,0.75,0.68,237
8888,0.88,0.7,146
8889,0.53,0.63,159
8890,0.84,0.4,246
8891,0.49,0.93,226
8892,0.71,0.91,261
8893,0.83,0.64,242
8894,0.88,0.93,177
8895,0.87,0.53,144
8896,0.43,0.82,221
8897,0.8,0.9,265
8898,0.32,0.67,224
8899,0.77,0.56,167
8900,0.97,0.77,245
8901,0.98,0.63,232
8902,0.62,0.64,229
8903,0.53,0.94,128
8904,0.93,0.49,211
8905,0.51,0.91,194
8906,0.76,0.76,214
8907,0.69,0.89,216
8908,0.58,0.6,222
8909,0.98,0.77,144
8910,0.58,0.54,287
8911,0.57,0.97,224
8912,0.84,0.79,157
8913,0.15,0.67,216
8914,0.88,0.72,181
8915,0.69,0.99,133
8916,0.56,0.84,154
8917,0.49,0.58,265
8918,0.4,0.45,113
8919,0.67,0.36,280
8920,0.79,0.5,213
8921,0.47,0.44,255
8922,0.82,0.54,243
8923,0.82,0.87,206
8924,0.63,0.57,149
8925,0.91,0.53,273
8926,0.89,1,226
8927,0.96,0.93,238
8928,0.83,0.72,226
8929,0.75,0.92,199
8930,0.75,0.82,202
8931,0.41,0.69,152
8932,0.96,0.94,167
8933,0.58,0.79,130
8934,0.74,0.89,229
8935,0.78,0.74,261
8936,0.5,0.72,182
8937,1,0.52,198
8938,0.85,0.91,244
8939,0.82,0.89,275
8940,0.19,0.81,245
8941,0.9,0.9,147
8942,0.59,1,275
8943,0.53,0.46,167
8944,0.57,0.5,149
8945,0.85,0.99,233
8946,0.64,0.67,167
8947,0.57,0.54,159
8948,0.86,0.85,195
8949,0.6,0.7,229
8950,0.17,0.76,199
8951,0.54,0.63,174
8952,0.35,0.78,275
8953,0.92,0.77,217
8954,0.66,1,192
8955,0.83,0.9,195
8956,0.89,0.86,261
8957,0.94,0.61,199
8958,0.24,0.85,160
8959,0.69,0.8,177
8960,0.45,0.46,179
8961,0.78,0.93,161
8962,0.91,0.38,279
8963,0.63,0.65,246
8964,0.71,0.8,199
8965,0.73,0.69,161
8966,0.69,0.52,219
8967,0.52,0.57,162
8968,0.78,0.66,258
8969,0.94,0.69,269
8970,0.55,0.73,201
8971,0.43,0.38,278
8972,0.77,0.66,147
8973,0.59,0.8,247
8974,0.65,0.54,191
8975,0.82,0.37,280
8976,0.31,0.72,191
8977,0.84,0.65,264
8978,0.15,0.4,236
8979,0.64,0.52,271
8980,0.48,0.63,129
8981,0.82,0.58,249
8982,0.99,0.54,188
8983,0.8,0.52,147
8984,0.94,0.92,273
8985,0.94,0.81,237
8986,0.77,0.79,273
8987,0.48,0.54,190
8988,0.62,0.68,226
8989,0.61,0.9,216
8990,0.27,0.6,205
8991,0.89,0.65,208
8992,0.58,0.81,266
8993,0.64,0.77,249
8994,0.73,0.88,134
8995,0.74,0.85,189
8996,0.75,0.82,143
8997,0.78,0.84,173
8998,0.18,0.95,248
8999,0.8,0.84,186
9000,0.89,0.64,191
9001,0.84,0.5,227
9002,0.64,0.38,269
9003,0.53,0.82,254
9004,0.15,0.66,180
9005,0.66,0.62,144
9006,0.49,0.78,137
9007,0.78,0.72,223
9008,0.39,0.75,286
9009,0.9,0.83,151
9010,0.96,0.74,244
9011,0.63,0.81,216
9012,0.63,0.74,173
9013,0.89,0.81,186
9014,0.93,0.57,205
9015,0.87,0.59,202
9016,0.56,0.53,189
9017,0.97,0.55,181
9018,0.61,0.51,207
9019,0.73,0.46,240
9020,0.61,0.69,164
9021,0.99,0.71,212
9022,0.57,0.75,151
9023,0.74,0.96,197
9024,0.86,0.61,265
9025,0.68,0.72,274
9026,0.66,0.63,201
9027,0.86,0.89,250
9028,0.85,0.78,165
9029,0.98,0.53,186
9030,0.14,0.73,273
9031,0.2,0.54,162
9032,0.9,0.97,141
9033,0.51,0.96,268
9034,0.63,0.77,176
9035,0.83,0.88,223
9036,0.67,0.72,218
9037,0.96,0.52,228
9038,0.69,0.75,204
9039,0.69,0.9,148
9040,0.64,0.94,221
9041,0.62,0.48,271
9042,0.55,0.75,191
9043,0.98,0.51,223
9044,0.83,0.78,250
9045,0.73,0.77,230
9046,0.58,0.86,226
9047,0.52,0.67,182
9048,0.91,0.7,195
9049,0.72,0.64,231
9050,0.7,0.74,224
9051,0.86,0.92,229
9052,0.82,0.57,158
9053,0.83,0.78,242
9054,0.99,0.64,183
9055,0.88,0.58,213
9056,0.68,0.74,263
9057,0.9,0.49,237
9058,0.59,0.67,126
9059,0.76,0.71,168
9060,0.23,0.63,151
9061,0.8,0.85,239
9062,0.62,0.49,174
9063,0.28,0.46,277
9064,0.81,0.97,133
9065,0.64,0.91,150
9066,0.76,0.6,244
9067,0.79,0.87,232
9068,0.72,0.91,267
9069,0.22,0.59,162
9070,0.18,0.73,228
9071,0.91,0.49,180
9072,0.69,0.63,252
9073,0.91,0.66,212
9074,0.67,0.84,224
9075,0.98,0.62,240
9076,0.69,0.62,183
9077,0.96,0.74,160
9078,0.69,0.68,225
9079,0.65,0.68,268
9080,0.7,0.75,221
9081,0.48,0.94,173
9082,0.48,0.51,103
9083,0.16,0.89,196
9084,0.72,0.97,239
9085,0.91,0.71,171
9086,0.74,0.54,243
9087,0.56,0.56,153
9088,0.56,0.41,142
9089,0.88,0.55,168
9090,0.86,0.9,180
9091,0.66,0.84,186
9092,0.41,0.45,236
9093,0.68,0.83,267
9094,0.59,0.47,129
9095,0.52,0.78,181
9096,0.3,0.54,99
9097,0.44,0.67,170
9098,0.75,0.64,195
9099,0.23,0.94,149
9100,0.34,0.46,132
9101,0.52,0.59,164
9102,0.79,0.83,250
9103,0.5,0.77,204
9104,0.89,0.65,210
9105,0.84,0.52,98
9106,0.26,0.47,241
9107,0.57,0.96,203
9108,0.14,0.99,257
9109,0.94,0.62,201
9110,0.3,0.58,124
9111,0.29,0.43,175
9112,0.82,0.75,161
9113,0.62,0.75,183
9114,0.64,0.99,262
9115,0.17,0.52,184
9116,0.75,0.56,207
9117,0.49,0.73,185
9118,0.84,0.58,180
9119,0.48,0.96,224
9120,0.54,0.53,184
9121,0.76,0.99,252
9122,0.77,0.84,196
9123,0.95,0.97,203
9124,0.72,0.83,181
9125,0.74,0.67,148
9126,0.9,0.55,211
9127,0.67,0.55,246
9128,0.97,0.55,258
9129,0.55,0.59,231
9130,0.32,0.95,184
9131,0.4,0.42,146
9132,0.66,0.54,136
9133,0.7,0.77,266
9134,0.69,0.89,220
9135,0.72,0.57,248
9136,0.21,0.65,183
9137,0.91,0.9,169
9138,0.72,0.71,132
9139,0.96,0.72,197
9140,1,0.89,152
9141,0.63,0.51,126
9142,0.24,0.74,106
9143,0.44,0.38,128
9144,0.92,0.57,191
9145,0.51,0.51,189
9146,0.77,0.71,141
9147,0.8,0.97,220
9148,0.84,0.46,118
9149,0.91,0.88,223
9150,0.64,0.61,263
9151,0.15,0.59,209
9152,0.74,0.58,193
9153,0.94,0.78,211
9154,0.57,0.58,192
9155,0.92,0.63,156
9156,0.76,0.54,278
9157,0.73,0.92,199
9158,0.24,0.6,194
9159,0.42,0.47,125
9160,0.92,0.82,96
9161,0.92,0.94,234
9162,0.68,0.55,181
9163,0.49,0.86,246
9164,0.57,0.98,171
9165,0.3,0.66,198
9166,0.17,0.81,280
9167,0.91,0.49,267
9168,0.83,0.91,251
9169,0.87,0.76,182
9170,0.71,0.8,157
9171,0.88,0.5,206
9172,0.63,0.94,237
9173,0.99,0.58,166
9174,0.99,0.81,229
9175,0.77,0.53,256
9176,0.64,0.69,114
9177,0.61,1,243
9178,0.37,0.82,199
9179,0.19,1,188
9180,0.96,0.87,187
9181,0.8,0.62,216
9182,0.14,0.63,215
9183,0.15,0.69,213
9184,0.52,0.82,198
9185,0.27,0.55,121
9186,0.97,0.96,212
9187,0.52,0.93,271
9188,0.98,0.89,186
9189,0.96,0.95,265
9190,0.28,0.92,151
9191,0.65,0.55,206
9192,0.59,0.63,153
9193,0.64,0.48,267
9194,0.71,0.48,161
9195,0.83,0.84,149
9196,0.95,0.94,269
9197,0.73,0.49,248
9198,0.81,0.75,243
9199,0.71,0.44,207
9200,0.8,0.56,111
9201,0.85,0.53,226
9202,0.41,0.7,151
9203,0.51,0.84,224
9204,0.49,0.57,146
9205,0.76,0.55,163
9206,0.57,0.69,255
9207,0.54,0.48,196
9208,0.68,0.74,227
9209,0.7,0.5,251
9210,0.77,0.87,209
9211,0.95,0.51,254
9212,0.5,0.64,249
9213,0.99,0.53,131
9214,0.94,0.51,142
9215,0.83,0.66,239
9216,0.64,0.81,225
9217,0.16,0.73,170
9218,0.83,0.71,254
9219,0.93,0.73,156
9220,0.32,0.64,151
9221,0.12,0.9,200
9222,0.5,0.5,184
9223,0.57,0.74,257
9224,0.25,0.75,194
9225,0.98,0.56,139
9226,0.81,0.51,273
9227,0.94,0.63,261
9228,0.83,0.57,135
9229,0.77,0.4,207
9230,0.57,0.65,265
9231,0.18,0.96,208
9232,0.67,0.71,159
9233,0.35,0.47,151
9234,0.78,0.44,97
9235,0.72,0.79,154
9236,0.9,0.58,264
9237,0.58,0.49,135
9238,0.64,0.56,238
9239,0.91,0.79,166
9240,0.59,0.51,156
9241,0.76,0.8,202
9242,0.76,0.85,204
9243,0.51,0.69,135
9244,0.54,0.55,252
9245,0.67,0.93,254
9246,0.68,0.44,165
9247,0.97,0.58,200
9248,0.5,0.74,155
9249,0.81,0.52,162
9250,0.77,0.73,159
9251,0.59,0.75,266
9252,1,0.96,155
9253,0.74,0.95,170
9254,0.91,0.52,172
9255,0.77,0.65,187
9256,0.79,0.98,185
9257,0.82,0.51,232
9258,0.89,0.96,260
9259,0.83,0.62,218
9260,0.72,0.7,217
9261,0.7,0.74,212
9262,1,0.89,189
9263,0.57,0.66,158
9264,0.55,0.54,168
9265,0.47,0.7,134
9266,0.95,0.77,213
9267,0.29,0.57,149
9268,0.71,0.5,201
9269,0.89,0.68,146
9270,0.81,0.97,212
9271,0.72,0.64,140
9272,1,0.85,156
9273,0.79,0.49,163
9274,0.69,0.84,154
9275,0.97,0.66,218
9276,0.61,0.59,157
9277,0.71,0.89,222
9278,0.96,0.76,152
9279,0.77,0.73,263
9280,0.57,0.99,231
9281,0.92,0.76,258
9282,0.99,0.92,213
9283,0.86,0.73,159
9284,0.78,0.66,156
9285,0.85,0.66,235
9286,0.38,0.6,190
9287,0.63,0.93,238
9288,0.66,0.72,137
9289,0.19,0.79,171
9290,0.63,0.59,249
9291,0.32,0.74,205
9292,0.73,0.55,149
9293,0.75,0.89,139
9294,0.7,0.66,168
9295,0.77,0.61,181
9296,0.83,0.8,150
9297,0.75,0.49,246
9298,0.97,0.54,271
9299,0.75,0.55,204
9300,0.66,0.84,170
9301,0.56,0.49,208
9302,0.77,0.98,226
9303,0.82,0.81,149
9304,0.85,0.59,264
9305,0.49,0.79,177
9306,0.24,0.87,262
9307,0.32,0.74,211
9308,0.77,0.51,141
9309,0.77,0.83,197
9310,0.93,0.87,154
9311,0.22,0.74,178
9312,0.24,0.89,169
9313,0.99,0.99,228
9314,0.61,0.5,231
9315,0.6,0.91,185
9316,0.79,0.7,195
9317,0.94,0.62,147
9318,0.18,0.85,192
9319,0.51,0.73,241
9320,0.55,0.92,151
9321,0.73,0.74,221
9322,0.41,0.63,263
9323,0.88,0.66,178
9324,0.23,0.56,169
9325,0.78,0.56,271
9326,0.34,0.69,155
9327,0.51,0.41,164
9328,0.8,0.86,226
9329,0.66,0.57,220
9330,0.62,0.63,153
9331,0.5,0.97,252
9332,0.96,0.94,182
9333,0.5,0.84,150
9334,0.73,0.69,273
9335,0.47,0.39,215
9336,0.49,0.83,172
9337,0.92,0.62,264
9338,0.24,0.39,158
9339,0.61,0.58,142
9340,0.83,0.89,137
9341,0.88,0.66,275
9342,0.61,0.55,245
9343,0.68,0.54,165
9344,0.51,0.7,142
9345,0.88,0.58,215
9346,0.94,0.84,240
9347,0.58,0.88,255
9348,0.63,0.98,265
9349,0.81,0.49,285
9350,0.61,0.86,238
9351,0.65,0.63,137
9352,0.67,0.63,270
9353,0.64,0.62,145
9354,0.25,0.76,182
9355,0.13,0.62,264
9356,0.14,0.89,212
9357,0.74,0.51,198
9358,0.8,0.81,200
9359,0.5,0.56,263
9360,0.69,0.75,249
9361,0.91,0.53,212
9362,0.8,0.51,159
9363,0.93,0.52,181
9364,0.57,0.99,100
9365,0.51,0.58,218
9366,0.98,0.54,178
9367,0.85,0.83,219
9368,0.73,0.56,239
9369,0.97,0.9,255
9370,0.52,0.61,163
9371,0.31,0.38,173
9372,0.49,0.77,147
9373,0.81,0.44,166
9374,0.52,0.8,209
9375,0.69,0.56,271
9376,0.7,0.74,253
9377,0.65,0.85,233
9378,0.54,0.71,194
9379,0.57,0.49,237
9380,0.78,0.9,238
9381,0.99,0.92,212
9382,0.57,0.83,189
9383,0.33,0.58,115
9384,0.97,0.58,159
9385,0.95,0.58,133
9386,0.69,0.83,225
9387,0.97,0.91,112
9388,0.4,0.59,111
9389,0.67,0.71,178
9390,0.96,0.58,178
9391,0.49,0.95,181
9392,0.56,0.66,139
9393,0.99,0.78,177
9394,0.49,0.88,270
9395,0.53,0.69,135
9396,0.75,0.5,166
9397,0.51,0.89,230
9398,0.65,0.9,163
9399,0.45,0.66,236
9400,0.98,0.91,264
9401,0.9,0.74,185
9402,0.37,0.62,253
9403,0.52,0.99,253
9404,0.96,0.78,135
9405,0.99,0.7,182
9406,0.66,0.56,202
9407,0.84,0.54,186
9408,0.16,0.87,163
9409,0.75,0.59,242
9410,0.52,0.74,160
9411,0.86,0.86,173
9412,0.75,0.53,154
9413,0.73,0.99,160
9414,0.98,0.84,139
9415,0.8,0.84,251
9416,0.18,0.48,176
9417,0.37,0.72,163
9418,0.97,0.86,257
9419,0.56,0.68,159
9420,0.32,0.65,183
9421,0.63,0.88,260
9422,0.36,0.78,151
9423,0.75,0.49,246
9424,0.42,0.86,160
9425,0.96,0.66,155
9426,0.62,0.78,250
9427,0.78,0.96,174
9428,0.93,0.89,262
9429,0.93,0.87,257
9430,0.45,0.42,140
9431,0.44,0.56,123
9432,0.57,0.55,264
9433,0.77,0.51,254
9434,0.6,0.98,205
9435,0.25,0.94,199
9436,0.59,0.43,171
9437,0.29,0.57,98
9438,0.5,0.95,166
9439,0.91,0.94,264
9440,0.78,0.65,176
9441,0.73,0.76,166
9442,0.51,0.59,169
9443,0.65,0.82,257
9444,0.25,0.87,265
9445,0.5,0.63,167
9446,0.53,0.58,134
9447,0.57,0.76,176
9448,0.77,0.91,274
9449,0.94,0.77,201
9450,0.5,0.53,121
9451,0.47,0.57,97
9452,0.92,0.54,217
9453,0.9,0.87,220
9454,0.54,0.46,98
9455,0.58,0.97,265
9456,0.95,0.87,201
9457,0.52,0.71,151
9458,0.83,0.51,199
9459,0.54,0.92,175
9460,0.8,0.85,253
9461,0.52,0.57,183
9462,0.83,0.8,223
9463,0.74,0.55,168
9464,0.87,0.71,244
9465,0.45,0.87,268
9466,0.72,0.72,218
9467,0.27,0.85,277
9468,0.51,0.88,225
9469,0.55,0.55,257
9470,0.89,0.69,170
9471,0.85,0.86,179
9472,0.29,0.85,211
9473,0.96,0.5,217
9474,0.9,0.68,135
9475,0.28,0.94,167
9476,0.93,0.98,189
9477,0.51,0.57,162
9478,0.97,0.76,193
9479,0.71,0.55,273
9480,0.52,0.69,138
9481,0.87,0.84,237
9482,0.78,0.61,260
9483,0.57,0.82,149
9484,0.34,0.49,149
9485,0.95,0.95,137
9486,0.72,0.73,167
9487,0.61,0.37,165
9488,0.39,0.39,131
9489,0.72,0.59,138
9490,0.86,0.91,234
9491,0.69,0.67,141
9492,0.5,0.65,266
9493,0.62,0.68,134
9494,0.76,0.55,147
9495,0.97,0.88,237
9496,0.78,0.57,114
9497,0.81,0.89,166
9498,0.15,0.95,173
9499,0.72,0.5,205
9500,0.8,0.5,219
9501,0.76,0.74,173
9502,0.19,0.73,231
9503,0.75,0.75,133
9504,0.94,0.49,220
9505,0.93,0.59,158
9506,0.96,0.92,182
9507,0.14,0.57,275
9508,0.75,0.71,237
9509,0.6,0.59,146
9510,0.65,0.48,144
9511,0.59,0.79,195
9512,0.93,0.78,191
9513,0.5,1,149
9514,0.62,0.55,137
9515,0.24,0.58,184
9516,0.66,0.87,139
9517,0.55,0.95,249
9518,0.91,0.66,168
9519,0.59,0.51,145
9520,0.74,0.54,221
9521,0.43,0.51,123
9522,0.85,0.99,153
9523,0.46,0.54,183
9524,0.48,0.56,271
